platform,release_date,game_name,db_name,year
X360,"Nov 15, 2011",Jurassic Park: The Game,Jurassic Park: The Game,2011.0
2600,1978,Home Run,Home Run,1978.0
PS2,"Aug 30, 2003",Ejay Clubworld,eJay Clubworld,2003.0
PS2,"Apr 08, 2004",All-Star Baseball 2005,All-Star Baseball 2005,2004.0
XB,"Mar 23, 2004",All-Star Baseball 2005,All-Star Baseball 2005,2004.0
PC,2012,Bejeweled 3,Bejeweled 3,2012.0
PS3,"Nov 15, 2011",Bejeweled 3,Bejeweled 3,2011.0
X360,"Oct 19, 2011",Bejeweled 3,Bejeweled 3,2011.0
DS,"Nov 15, 2011",Bejeweled 3,Bejeweled 3,2011.0
Wii,"Oct 22, 2009",Our House: Party!,Our House Party!,2009.0
N64,"Dec 01, 2000",WCW Backstage Assault,WCW Backstage Assault,2000.0
PS,"Dec 01, 2000",WCW Backstage Assault,WCW Backstage Assault,2000.0
PC,2012,Bejeweled 3,Bejeweled 3,2012.0
PS3,"Nov 15, 2011",Bejeweled 3,Bejeweled 3,2011.0
X360,"Oct 19, 2011",Bejeweled 3,Bejeweled 3,2011.0
DS,"Nov 15, 2011",Bejeweled 3,Bejeweled 3,2011.0
GBA,"Oct 20, 2005",Disney's Cinderella: Magical Dreams,Disney's Cinderella: Magical Dreams,2005.0
PS2,"Nov 14, 2001",TransWorld Surf,Transworld Surf,2001.0
XB,"Apr 30, 2002",TransWorld Surf,Transworld Surf,2002.0
PC,"Feb 20, 2009",Street Fighter IV,Street Fighter IV,2009.0
PS3,"Feb 12, 2009",Street Fighter IV,Street Fighter IV,2009.0
X360,"Jul 18, 2008",Street Fighter IV,Street Fighter IV,2008.0
GC,"Feb 07, 2003",Nintendo Puzzle Collection,Nintendo Puzzle Collection,2003.0
DS,"Oct 20, 2009",Charm Girls Club: My Fashion Mall,Charm Girls Club: My Fashion Mall,2009.0
PC,"Jul 29, 2010",Record of Agarest War Zero,Record of Agarest War Zero,2010.0
PS3,"Jun 14, 2011",Record of Agarest War Zero,Record of Agarest War Zero,2011.0
X360,"Apr 17, 2014",Record of Agarest War Zero,Record of Agarest War Zero,2014.0
PC,"Oct 18, 2011",Rocksmith,Rocksmith,2011.0
PS3,"Oct 18, 2011",Rocksmith,Rocksmith,2011.0
X360,"Oct 16, 2012",Rocksmith,Rocksmith,2012.0
PS2,"Jul 13, 2006",Ape Escape: Million Monkeys,Saru! Get You! Million Monkeys,2006.0
PS2,"Aug 12, 2002",Street Hoops,Street Hoops,2002.0
XB,"Aug 12, 2002",Street Hoops,Street Hoops,2002.0
GC,"Aug 12, 2002",Street Hoops,Street Hoops,2002.0
PC,"Oct 08, 2015",WRC 5 FIA World Rally Championship,WRC: FIA World Rally Championship,2015.0
PS3,"Oct 13, 2015",WRC 5 FIA World Rally Championship,WRC: FIA World Rally Championship,2015.0
X360,"Oct 13, 2015",WRC 5 FIA World Rally Championship,WRC: FIA World Rally Championship,2015.0
PSV,"Oct 13, 2015",WRC 5 FIA World Rally Championship,WRC: FIA World Rally Championship,2015.0
PS2,"Dec 12, 2002",Godzilla: Destroy All Monsters Melee,Godzilla: Destroy All Monsters Melee,2002.0
XB,"Apr 16, 2003",Godzilla: Destroy All Monsters Melee,Godzilla: Destroy All Monsters Melee,2003.0
GC,"Oct 08, 2002",Godzilla: Destroy All Monsters Melee,Godzilla: Destroy All Monsters Melee,2002.0
Wii,"Mar 09, 2010",The Daring Game for Girls,The Daring Game for Girls,2010.0
DS,"Mar 09, 2010",The Daring Game for Girls,The Daring Game for Girls,2010.0
PSP,"Apr 03, 2006",Major League Baseball 2K6,Major League Baseball 2K6,2006.0
Wii,"Nov 20, 2007",Star Trek: Conquest,Star Trek: Conquest,2007.0
PS2,"Nov 20, 2007",Star Trek: Conquest,Star Trek: Conquest,2007.0
GC,"Apr 25, 2003",Giftpia,GiFTPiA,2003.0
Wii,"Dec 08, 2011",Happy Feet Two,Happy Feet Two,2011.0
PS3,"Nov 08, 2011",Happy Feet Two,Happy Feet Two,2011.0
X360,"Nov 11, 2011",Happy Feet Two,Happy Feet Two,2011.0
DS,"Nov 08, 2011",Happy Feet Two,Happy Feet Two,2011.0
3DS,"Nov 08, 2011",Happy Feet Two,Happy Feet Two,2011.0
Wii,"Nov 09, 2006",Disney's Chicken Little: Ace in Action,Disney's Chicken Little: Ace In Action,2006.0
PC,"Dec 01, 2006",Disney's Chicken Little: Ace in Action,Disney's Chicken Little: Ace In Action,2006.0
PS2,"May 17, 2007",Disney's Chicken Little: Ace in Action,Disney's Chicken Little: Ace In Action,2007.0
DS,TBD,Atsumare! Pawapuro-kun no DS Koushien,Atsumare! Power Pro Kun no DS Koushien,
DS,"Jul 23, 2009",My Healthy Cooking Coach,My Healthy Cooking Coach,2009.0
Wii,"Dec 08, 2011",Happy Feet Two,Happy Feet Two,2011.0
PS3,"Nov 08, 2011",Happy Feet Two,Happy Feet Two,2011.0
X360,"Nov 11, 2011",Happy Feet Two,Happy Feet Two,2011.0
DS,"Nov 08, 2011",Happy Feet Two,Happy Feet Two,2011.0
3DS,"Nov 08, 2011",Happy Feet Two,Happy Feet Two,2011.0
Wii,"Dec 08, 2011",Happy Feet Two,Happy Feet Two,2011.0
PS3,"Nov 08, 2011",Happy Feet Two,Happy Feet Two,2011.0
X360,"Nov 11, 2011",Happy Feet Two,Happy Feet Two,2011.0
DS,"Nov 08, 2011",Happy Feet Two,Happy Feet Two,2011.0
3DS,"Nov 08, 2011",Happy Feet Two,Happy Feet Two,2011.0
DS,"Mar 24, 2005",Egg Monster Hero,Egg Monster Hero,2005.0
Wii,"Mar 09, 2010",The Daring Game for Girls,The Daring Game for Girls,2010.0
DS,"Mar 09, 2010",The Daring Game for Girls,The Daring Game for Girls,2010.0
PS2,"Nov 24, 2005",Demon Chaos,Demon Chaos,2005.0
Wii,"Apr 14, 2009",Samurai Shodown Anthology,Samurai Shodown Anthology,2009.0
PS2,"Mar 27, 2009",Samurai Shodown Anthology,Samurai Shodown Anthology,2009.0
PSP,2009,Samurai Shodown Anthology,Samurai Shodown Anthology,2009.0
GBA,"Mar 29, 2003",Super Puzzle Fighter II Turbo,Super Puzzle Fighter II,2003.0
3DS,"Jan 06, 2012",Face Racers: Photo Finish,Face Racers: Photo Finish,2012.0
Wii,"Jul 31, 2008",Zero: Tsukihami no Kamen,Zero: Tsukihami no Kamen,2008.0
3DS,"Nov 03, 2011",The Hidden,The Hidden,2011.0
Wii,"Nov 26, 2010",Get fit with Mel B,Get Fit with Mel B,2010.0
PS3,"Aug 30, 2011",Get fit with Mel B,Get Fit with Mel B,2011.0
X360,"Nov 26, 2010",Get fit with Mel B,Get Fit with Mel B,2010.0
Wii,"Oct 15, 2008",Rock Revolution,Rock Revolution,2008.0
PS3,"Nov 11, 2008",Rock Revolution,Rock Revolution,2008.0
X360,"May 22, 2009",Rock Revolution,Rock Revolution,2009.0
Wii,"Dec 08, 2011",Happy Feet Two,Happy Feet Two,2011.0
PS3,"Nov 08, 2011",Happy Feet Two,Happy Feet Two,2011.0
X360,"Nov 11, 2011",Happy Feet Two,Happy Feet Two,2011.0
DS,"Nov 08, 2011",Happy Feet Two,Happy Feet Two,2011.0
3DS,"Nov 08, 2011",Happy Feet Two,Happy Feet Two,2011.0
XB,"May 13, 2002",Smashing Drive,Smashing Drive,2002.0
GC,"Feb 18, 2002",Smashing Drive,Smashing Drive,2002.0
PC,"Oct 02, 2012",Port Royale 3: Pirates & Merchants,Port Royale 3,2012.0
PS3,"Oct 02, 2012",Port Royale 3: Pirates & Merchants,Port Royale 3,2012.0
X360,"May 04, 2012",Port Royale 3: Pirates & Merchants,Port Royale 3,2012.0
3DS,"Jul 15, 2011",Dream Trigger 3D,Dream Trigger 3D,2011.0
PC,"Apr 23, 2013",Dead Island: Riptide,Dead Island: Riptide,2013.0
PS3,"Apr 26, 2013",Dead Island: Riptide,Dead Island: Riptide,2013.0
X360,"Jul 11, 2013",Dead Island: Riptide,Dead Island: Riptide,2013.0
X360,"Nov 15, 2011",Yoostar on MTV,Yoostar on MTV,2011.0
DS,"Oct 21, 2008",Tornado,Tornado,2008.0
PS2,"Jul 15, 2004",McFarlane's Evil Prophecy,McFarlane's Evil Prophecy,2004.0
PC,"Nov 03, 2003",Drake of the 99 Dragons,Drake of the 99 Dragons,2003.0
XB,"Jun 14, 2004",Drake of the 99 Dragons,Drake of the 99 Dragons,2004.0
Wii,"Mar 23, 2010",Build-A-Bear Workshop: Friendship Valley,Build-A-Bear Workshop: Friendship Valley,2010.0
XB,"Sep 24, 2002",Rayman Arena,Rayman Arena,2002.0
GC,"Sep 24, 2002",Rayman Arena,Rayman Arena,2002.0
PC,"Oct 02, 2012",Port Royale 3: Pirates & Merchants,Port Royale 3,2012.0
PS3,"Oct 02, 2012",Port Royale 3: Pirates & Merchants,Port Royale 3,2012.0
X360,"May 04, 2012",Port Royale 3: Pirates & Merchants,Port Royale 3,2012.0
Wii,"Jun 17, 2011",National Geographic Challenge!,National Geographic Challenge!,2011.0
PC,"Mar 17, 2011",National Geographic Challenge!,National Geographic Challenge!,2011.0
PS3,"Apr 08, 2011",National Geographic Challenge!,National Geographic Challenge!,2011.0
X360,"Apr 08, 2011",National Geographic Challenge!,National Geographic Challenge!,2011.0
DS,"Jul 07, 2006",Alex Rider: Stormbreaker,Alex Rider: Stormbreaker,2006.0
GBA,"Jul 07, 2006",Alex Rider: Stormbreaker,Alex Rider: Stormbreaker,2006.0
DS,"Sep 02, 2006",Chosoju Mecha MG,Chou Soujuu Mecha MG,2006.0
PS2,"Nov 21, 2005",Combat Elite: WWII Paratroopers,Combat Elite: WWII Paratroopers,2005.0
XB,"Nov 21, 2005",Combat Elite: WWII Paratroopers,Combat Elite: WWII Paratroopers,2005.0
Wii,"Oct 19, 2010",Flip's Twisted World,Flip's Twisted World,2010.0
XB,"Mar 14, 2006",Tom Clancy's Rainbow Six: Critical Hour,Tom Clancy's Rainbow Six: Critical Hour,2006.0
Wii,"Jul 15, 2011",Captain America: Super Soldier,Captain America: Super Soldier,2011.0
PC,"Oct 09, 2007",Mountain Bike Adrenaline,Mountain Bike Adrenaline,2007.0
PS2,"Oct 16, 2007",Mountain Bike Adrenaline,Mountain Bike Adrenaline,2007.0
GBA,"Jan 07, 2016",Drill Dozer,Drill Dozer,2016.0
DS,"Jul 19, 2011",Captain America: Super Soldier,Captain America: Super Soldier,2011.0
DS,"Aug 08, 2008",Race Driver: Grid,GRID,2008.0
PS3,"Jul 02, 2011",Tour de France 2011,Tour de France 2011,2011.0
X360,"Jul 02, 2011",Tour de France 2011,Tour de France 2011,2011.0
Wii,"Jun 01, 2011",Reader Rabbit 2nd Grade,Reader Rabbit 2nd Grade,2011.0
PC,"Apr 12, 1999",RollerCoaster Tycoon,RollerCoaster Tycoon,1999.0
XB,"Mar 31, 1999",RollerCoaster Tycoon,RollerCoaster Tycoon,1999.0
Wii,"May 17, 2011",Battle vs. Chess,Battle vs. Chess,2011.0
PC,"May 07, 2007",Battle vs. Chess,Battle vs. Chess,2007.0
PS3,"May 17, 2011",Battle vs. Chess,Battle vs. Chess,2011.0
X360,"Dec 05, 2016",Battle vs. Chess,Battle vs. Chess,2016.0
PC,"May 03, 2011",The History Channel: Great Battles Medieval,The History Channel: Great Battles - Medieval,2011.0
PS3,"May 03, 2011",The History Channel: Great Battles Medieval,The History Channel: Great Battles - Medieval,2011.0
X360,"May 03, 2011",The History Channel: Great Battles Medieval,The History Channel: Great Battles - Medieval,2011.0
PC,"Oct 26, 2016",Clockwork Empires,Clockwork Empires,2016.0
PS,"Jul 09, 1998",B.L.U.E. Legend of Water,B.L.U.E.: Legend of Water,1998.0
PC,"Oct 10, 2019",Grid,GRID,2019.0
PS2,"Sep 25, 2003",NHL Hitz Pro,NHL Hitz Pro,2003.0
XB,"Sep 25, 2003",NHL Hitz Pro,NHL Hitz Pro,2003.0
GC,"Sep 25, 2003",NHL Hitz Pro,NHL Hitz Pro,2003.0
Wii,"Dec 18, 2007",Luxor Pharaoh's Challenge,Luxor: Pharaoh's Challenge,2007.0
PS2,"Dec 18, 2007",Luxor Pharaoh's Challenge,Luxor: Pharaoh's Challenge,2007.0
DS,"Jan 15, 2008",Luxor Pharaoh's Challenge,Luxor: Pharaoh's Challenge,2008.0
PSP,"Nov 20, 2007",Luxor Pharaoh's Challenge,Luxor: Pharaoh's Challenge,2007.0
PS2,"Jan 12, 2006",Sega Rally 2006,Sega Rally 2006,2006.0
Wii,"Mar 04, 2008",Major League Baseball 2K8,Major League Baseball 2K8,2008.0
PS2,"Mar 04, 2008",Major League Baseball 2K8,Major League Baseball 2K8,2008.0
PS3,"Mar 04, 2008",Major League Baseball 2K8,Major League Baseball 2K8,2008.0
X360,"Mar 04, 2008",Major League Baseball 2K8,Major League Baseball 2K8,2008.0
PSP,"Mar 04, 2008",Major League Baseball 2K8,Major League Baseball 2K8,2008.0
GBA,"Mar 12, 2004",Sabre Wulf,Sabre Wulf,2004.0
Wii,"Mar 19, 2009",Broken Sword: Shadow of the Templars - The Director's Cut,Swords,2009.0
PC,"Mar 20, 2009",Broken Sword: Shadow of the Templars - The Director's Cut,Swords,2009.0
3DS,"Jan 19, 2012",Beyond the Labyrinth,Beyond the Labyrinth,2012.0
DS,"Aug 23, 2007",Bikkuriman Daijiten,Bikkuriman Daijiten,2007.0
PSP,"Jun 11, 2010",Fullmetal Alchemist: Brotherhood,Fullmetal Alchemist: Brotherhood,2010.0
PS2,"Nov 21, 2005",Combat Elite: WWII Paratroopers,Combat Elite: WWII Paratroopers,2005.0
XB,"Nov 21, 2005",Combat Elite: WWII Paratroopers,Combat Elite: WWII Paratroopers,2005.0
PC,"Apr 12, 2011",World of Tanks,World of Tanks,2011.0
X360,"Apr 12, 2011",World of Tanks,World of Tanks,2011.0
Wii,"May 17, 2011",Battle vs. Chess,Battle vs. Chess,2011.0
PC,"May 07, 2007",Battle vs. Chess,Battle vs. Chess,2007.0
PS3,"May 17, 2011",Battle vs. Chess,Battle vs. Chess,2011.0
X360,"Dec 05, 2016",Battle vs. Chess,Battle vs. Chess,2016.0
PS2,"Nov 18, 2002",Tom and Jerry in War of the Whiskers,Tom and Jerry in War of the Whiskers,2002.0
XB,"Jan 05, 2003",Tom and Jerry in War of the Whiskers,Tom and Jerry in War of the Whiskers,2003.0
GC,"Dec 06, 2003",Tom and Jerry in War of the Whiskers,Tom and Jerry in War of the Whiskers,2003.0
GBA,"Nov 26, 2003",Super Duper Sumos,Super Duper Sumos,2003.0
PS2,"Jun 23, 2005",The King of Fighters: Maximum Impact - Maniax,The King of Fighters: Maximum Impact - Maniax,2005.0
XB,"Jun 23, 2005",The King of Fighters: Maximum Impact - Maniax,The King of Fighters: Maximum Impact - Maniax,2005.0
Wii,"Apr 27, 2012",Combat Wings: The Great Battles of WWII,Combat Wings: The Great Battles of WWII,2012.0
PS3,"Feb 07, 2012",Combat Wings: The Great Battles of WWII,Combat Wings: The Great Battles of WWII,2012.0
X360,"Feb 10, 2012",Combat Wings: The Great Battles of WWII,Combat Wings: The Great Battles of WWII,2012.0
GC,"Apr 17, 2003",Tube Slider,Tube Slider,2003.0
PSP,"Aug 15, 2006",Payout Poker & Casino,Payout Poker & Casino,2006.0
Wii,"Feb 19, 2009",New Play Control! Metroid Prime,Wii de Asobu: Metroid Prime,2009.0
PC,"Mar 24, 2009",Legacy of Ys: Books I & II,Legacy of Ys: Books I & II,2009.0
PS2,"Feb 24, 2009",Legacy of Ys: Books I & II,Legacy of Ys: Books I & II,2009.0
Wii,"Jul 21, 2009",Saint,Saint,2009.0
DS,"Jun 19, 2009",Steal Princess,Steal Princess,2009.0
3DS,2001,Mario Tennis,Mario Tennis,2001.0
PC,"Nov 26, 2009",Runaway 3: A Twist of Fate,Runaway: A Twist of Fate,2009.0
DS,"May 18, 2010",Runaway 3: A Twist of Fate,Runaway: A Twist of Fate,2010.0
PC,"Sep 09, 2006",Cabela's Alaskan Adventures,Cabela's Alaskan Adventure,2006.0
PS2,"Sep 09, 2006",Cabela's Alaskan Adventures,Cabela's Alaskan Adventure,2006.0
X360,"Sep 09, 2006",Cabela's Alaskan Adventures,Cabela's Alaskan Adventure,2006.0
PS2,"Aug 26, 2004",Virtua Quest,Virtua Quest,2004.0
GC,"Aug 26, 2004",Virtua Quest,Virtua Quest,2004.0
PS2,"Oct 28, 2005",Without Warning,Without Warning,2005.0
XB,"Oct 28, 2005",Without Warning,Without Warning,2005.0
XB,"Jul 23, 2003",Dinotopia: The Sunstone Odyssey,Dinotopia: The Sunstone Odyssey,2003.0
GC,"Aug 03, 2003",Dinotopia: The Sunstone Odyssey,Dinotopia: The Sunstone Odyssey,2003.0
DS,"Feb 08, 2007",Jet Impulse,Jet Impulse,2007.0
DS,"Sep 29, 2009",Dream Dancer,Dream Dancer,2009.0
Wii,"Sep 08, 2010",Dance It's Your Stage,Dance! It's Your Stage,2010.0
PC,"Sep 08, 2010",Dance It's Your Stage,Dance! It's Your Stage,2010.0
PS3,"Sep 08, 2010",Dance It's Your Stage,Dance! It's Your Stage,2010.0
X360,"Sep 08, 2010",Dance It's Your Stage,Dance! It's Your Stage,2010.0
PC,"Oct 20, 2006",Football Manager 2007,Football Manager 2007,2006.0
X360,"Dec 01, 2006",Football Manager 2007,Football Manager 2007,2006.0
Wii,"Dec 26, 2010",Ferrari: The Race Experience,Ferrari: The Race Experience,2010.0
PS3,"Sep 13, 2011",Ferrari: The Race Experience,Ferrari: The Race Experience,2011.0
XB,"Jul 23, 2003",Aquaman: Battle for Atlantis,Aquaman: Battle for Atlantis,2003.0
GC,"Jul 30, 2003",Aquaman: Battle for Atlantis,Aquaman: Battle for Atlantis,2003.0
PC,"Oct 08, 2015",WRC 5 FIA World Rally Championship,WRC: FIA World Rally Championship,2015.0
PS3,"Oct 13, 2015",WRC 5 FIA World Rally Championship,WRC: FIA World Rally Championship,2015.0
X360,"Oct 13, 2015",WRC 5 FIA World Rally Championship,WRC: FIA World Rally Championship,2015.0
PSV,"Oct 13, 2015",WRC 5 FIA World Rally Championship,WRC: FIA World Rally Championship,2015.0
PC,"Feb 25, 2015",Homeworld: Remastered Collection,Homeworld Remastered Collection,2015.0
PC,TBD,Brothers in Arms: Furious 4,Brothers in Arms: Furious 4,
PS3,TBD,Brothers in Arms: Furious 4,Brothers in Arms: Furious 4,
X360,TBD,Brothers in Arms: Furious 4,Brothers in Arms: Furious 4,
Wii,"Jan 25, 2008",PDC World Championship Darts 2008,PDC World Championship Darts 2008,2008.0
PC,"Jan 25, 2008",PDC World Championship Darts 2008,PDC World Championship Darts 2008,2008.0
PS2,"Feb 08, 2008",PDC World Championship Darts 2008,PDC World Championship Darts 2008,2008.0
X360,"Jun 13, 2008",PDC World Championship Darts 2008,PDC World Championship Darts 2008,2008.0
PSP,"Sep 26, 2008",PDC World Championship Darts 2008,PDC World Championship Darts 2008,2008.0
PS2,"Aug 05, 2003",Freaky Flyers,Freaky Flyers,2003.0
XB,"Aug 05, 2003",Freaky Flyers,Freaky Flyers,2003.0
GC,"Aug 08, 2003",Freaky Flyers,Freaky Flyers,2003.0
PC,"Feb 18, 2021",Inversion,Inversion,2021.0
PS2,"Aug 26, 2004",Virtua Quest,Virtua Quest,2004.0
GC,"Aug 26, 2004",Virtua Quest,Virtua Quest,2004.0
